Entry Name,true_compartments,predicted_compartments
TRI27_HUMAN,"Membrane,Nucleus,Cytoplasm",Membrane
GXLT2_HUMAN,Membrane,Membrane
T2EB_HUMAN,None provided,None provided
SETD4_HUMAN,Nucleus,Nucleus
WWOX_HUMAN,"Golgi,Nucleus,Cytoplasm",Membrane
PEPD_HUMAN,Extracellular,Extracellular
LHX5_HUMAN,Nucleus,Nucleus
CERT_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
EFR3B_HUMAN,Membrane,Membrane
CLD17_HUMAN,Membrane,Membrane
MAMC2_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
MIPO1_HUMAN,Nucleus,Nucleus
KCA10_HUMAN,Membrane,Membrane
TACD2_HUMAN,"Membrane,Extracellular,Nucleus","Membrane,Extracellular,Nucleus"
AGRE2_HUMAN,Membrane,Membrane
FOXG1_HUMAN,Nucleus,Nucleus
ZN575_HUMAN,Nucleus,Nucleus
CSKMT_HUMAN,None provided,None provided
TTC23_HUMAN,None provided,None provided
SFRP1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
MMP27_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
RUVB2_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm","Membrane,Extracellular,Nucleus,Cytoplasm"
STXB6_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
CNGA3_HUMAN,Membrane,Membrane
LYN_HUMAN,"Golgi,Membrane,Extracellular,Nucleus,Cytoplasm","Golgi,Membrane,Extracellular,Nucleus,Cytoplasm"
RORG_HUMAN,Nucleus,Nucleus
PECR_HUMAN,Membrane,Membrane
ZN708_HUMAN,Nucleus,Nucleus
ERCC1_HUMAN,Cytoplasm,Cytoplasm
MET16_HUMAN,"Nucleus,Cytoplasm",None provided
SCTM1_HUMAN,"Golgi,Membrane,Extracellular",Membrane
CP26A_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
CTF1_HUMAN,Extracellular,Extracellular
ACER3_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
SCD_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
ZNF28_HUMAN,Nucleus,Nucleus
S35D1_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
SRSF5_HUMAN,None provided,None provided
MCHR1_HUMAN,Membrane,Membrane
PK3C3_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TM270_HUMAN,Membrane,Membrane
TGIF2_HUMAN,Nucleus,Nucleus
GGA2_HUMAN,"Golgi,Membrane","Golgi,Membrane"
OR2Z1_HUMAN,Membrane,Membrane
PCSK9_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
GBRG1_HUMAN,Membrane,Membrane
UBP18_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
HRH4_HUMAN,Membrane,Membrane
PD2R2_HUMAN,Membrane,Membrane
SUV91_HUMAN,"Membrane,Nucleus,Cytoplasm",None provided
TLK1_HUMAN,Nucleus,Nucleus
SPNDC_HUMAN,Nucleus,Nucleus
CBPB2_HUMAN,Extracellular,Extracellular
DUSTY_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
T4S4_HUMAN,Membrane,Membrane
TRM1L_HUMAN,Nucleus,Nucleus
ADAD2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
ARMC1_HUMAN,Membrane,None provided
SEPT2_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm","Membrane,Extracellular,Nucleus,Cytoplasm"
CD11B_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
MARK3_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
ENC1_HUMAN,"Nucleus,Cytoplasm",None provided
OSB11_HUMAN,"Golgi,Membrane","Golgi,Membrane"
NKX11_HUMAN,Nucleus,Nucleus
GTF2I_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
ZN276_HUMAN,Nucleus,Nucleus
SMRD3_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
OR5BC_HUMAN,Membrane,Membrane
KCTD7_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
LYAM2_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular"
NIF3L_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SEMG1_HUMAN,"Extracellular,Nucleus",Nucleus
RM45_HUMAN,Membrane,Membrane
VNRL4_HUMAN,Membrane,"Membrane,Endoplasmic_Reticulum"
A3LT2_HUMAN,"Golgi,Membrane",Membrane
FA12_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
PTX3_HUMAN,Extracellular,Extracellular
AMGO1_HUMAN,Membrane,Membrane
BN3D2_HUMAN,Cytoplasm,Cytoplasm
RAB34_HUMAN,"Golgi,Membrane,Extracellular,Cytoplasm","Golgi,Membrane,Extracellular,Cytoplasm"
CAN2_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
VANG1_HUMAN,Membrane,Membrane
HIF1N_HUMAN,Cytoplasm,Cytoplasm
O56B1_HUMAN,Membrane,Membrane
IF5_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
ODAD3_HUMAN,Extracellular,Membrane
NCKX5_HUMAN,"Golgi,Membrane","Golgi,Membrane"
CIA30_HUMAN,Membrane,None provided
DHSO_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
WN10A_HUMAN,Extracellular,Extracellular
S22AB_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
ITIH5_HUMAN,Extracellular,Membrane
RL3_HUMAN,"Extracellular,Nucleus,Cytoplasm","Extracellular,Nucleus,Cytoplasm"
CH3L2_HUMAN,Extracellular,"Membrane,Extracellular"
TOR3A_HUMAN,"Extracellular,Endoplasmic_Reticulum","Extracellular,Endoplasmic_Reticulum"
TEC_HUMAN,Membrane,None provided
ALKB3_HUMAN,Nucleus,Nucleus
GLYG_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
TBC3A_HUMAN,Membrane,Membrane
TSN16_HUMAN,Membrane,Membrane
NELFE_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
CSCL2_HUMAN,Membrane,Membrane
UBXN8_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus",None provided
HXC12_HUMAN,Nucleus,Nucleus
S2552_HUMAN,Membrane,Membrane
TMDD1_HUMAN,Membrane,None provided
GCR_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
MOGT1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
TNR5_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
PDGFA_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
PDYN_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
S2535_HUMAN,Membrane,Membrane
HTAI2_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
GP183_HUMAN,Membrane,Membrane
GPR19_HUMAN,Membrane,Membrane
PARI_HUMAN,Cytoplasm,None provided
LDLR_HUMAN,"Golgi,Membrane","Golgi,Membrane"
MP2K7_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
TMG1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
ZN326_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
T150B_HUMAN,Membrane,Membrane
TIGIT_HUMAN,Membrane,Membrane
DAPP1_HUMAN,Membrane,Membrane
LRC27_HUMAN,None provided,None provided
CLCA3_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
QNG1_HUMAN,None provided,Membrane
WDR93_HUMAN,None provided,None provided
DAZ2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
GLT13_HUMAN,"Golgi,Membrane","Golgi,Membrane"
ETV4_HUMAN,Nucleus,Nucleus
PRS48_HUMAN,Extracellular,Extracellular
OR1F2_HUMAN,Membrane,Membrane
SMS2_HUMAN,"Golgi,Membrane","Membrane,Endoplasmic_Reticulum"
TF2H1_HUMAN,None provided,None provided
DNJB7_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CMA1D_HUMAN,Cytoplasm,Cytoplasm
ZN699_HUMAN,Nucleus,Nucleus
ENVT1_HUMAN,Membrane,Membrane
RHG27_HUMAN,"Membrane,Cytoplasm",Membrane
LHPL6_HUMAN,Membrane,Membrane
GNL1_HUMAN,"Extracellular,Nucleus",None provided
CC148_HUMAN,None provided,None provided
CENPI_HUMAN,Nucleus,Membrane
TYRO_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
TWST1_HUMAN,Nucleus,Nucleus
TDIF2_HUMAN,None provided,None provided
NOE3_HUMAN,"Golgi,Extracellular","Golgi,Extracellular"
NF2L3_HUMAN,Nucleus,Nucleus
BRF2_HUMAN,Nucleus,Nucleus
DDX59_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CIZ1_HUMAN,"Membrane,Nucleus",Nucleus
ASF1A_HUMAN,Nucleus,Nucleus
SC5A1_HUMAN,"Membrane,Extracellular,Cytoplasm",Membrane
MTA1_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
KBTBC_HUMAN,None provided,None provided
TRXR1_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
TCAM2_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
ZN157_HUMAN,Nucleus,Nucleus
HXA1_HUMAN,Nucleus,Nucleus
NXNL1_HUMAN,None provided,"Membrane,Cytoplasm"
GTDC1_HUMAN,None provided,None provided
ZNRF2_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TBA1A_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm","Membrane,Extracellular,Nucleus,Cytoplasm"
SIG16_HUMAN,Membrane,Membrane
RAB8B_HUMAN,"Golgi,Membrane,Extracellular,Cytoplasm","Golgi,Membrane,Extracellular,Cytoplasm"
RFOX2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
FGF6_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
DDX54_HUMAN,"Golgi,Membrane,Nucleus","Golgi,Membrane,Nucleus"
TTLL3_HUMAN,None provided,None provided
KLF17_HUMAN,Nucleus,Nucleus
NCK2_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Extracellular"
KCJ11_HUMAN,Membrane,Membrane
BMP10_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
FA7_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum",Extracellular
EPS15_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TM182_HUMAN,Membrane,Membrane
S14L5_HUMAN,Cytoplasm,Cytoplasm
CDKL1_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm","Membrane,Extracellular,Nucleus,Cytoplasm"
O14J1_HUMAN,Membrane,Membrane
CAVN2_HUMAN,"Membrane,Cytoplasm",Nucleus
GEN_HUMAN,None provided,None provided
PLK4_HUMAN,None provided,None provided
LMOD2_HUMAN,None provided,None provided
ARHG2_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
TRA2B_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
HAUS2_HUMAN,None provided,None provided
S36A4_HUMAN,Membrane,Membrane
STEA4_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
MAMD1_HUMAN,Golgi,Nucleus
MASTR_HUMAN,Nucleus,Nucleus
CHSS2_HUMAN,"Golgi,Membrane","Golgi,Membrane"
HM13_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum"
SFTA1_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
CH3L1_HUMAN,"Extracellular,Endoplasmic_Reticulum,Cytoplasm","Extracellular,Endoplasmic_Reticulum,Cytoplasm"
GASP3_HUMAN,"Extracellular,Nucleus","Extracellular,Nucleus"
DDX1_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
CPSF7_HUMAN,"Membrane,Nucleus,Cytoplasm",Nucleus
EWS_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
RSPO2_HUMAN,Extracellular,Extracellular
TS1R1_HUMAN,Membrane,Membrane
ZN749_HUMAN,Nucleus,Nucleus
CFA77_HUMAN,None provided,None provided
PR15A_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Endoplasmic_Reticulum,Cytoplasm"
QCR1_HUMAN,Membrane,Membrane
OTOP1_HUMAN,Membrane,Membrane
ANR44_HUMAN,None provided,None provided
DAA10_HUMAN,None provided,Membrane
GNDS_HUMAN,"Membrane,Nucleus",Membrane
RLIG1_HUMAN,None provided,None provided
NTCP5_HUMAN,Membrane,Membrane
PENK_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum",None provided
LUZP2_HUMAN,Extracellular,Extracellular
BORG2_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
AB12B_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
GPC4_HUMAN,"Golgi,Membrane,Extracellular,Nucleus","Golgi,Membrane,Extracellular,Nucleus"
SNX8_HUMAN,Membrane,Membrane
TTC8_HUMAN,Membrane,Membrane
RAD52_HUMAN,Nucleus,Nucleus
ASB13_HUMAN,None provided,None provided
TMM51_HUMAN,Membrane,Membrane
WFDC3_HUMAN,Extracellular,Extracellular
XBP1_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm",None provided
KCD18_HUMAN,None provided,None provided
TAGAP_HUMAN,None provided,None provided
KLK12_HUMAN,Extracellular,Extracellular
ZBT45_HUMAN,None provided,None provided
ERP29_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
NT5D1_HUMAN,None provided,None provided
PCGF1_HUMAN,Nucleus,Nucleus
PALMD_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TIGD1_HUMAN,Nucleus,Membrane
MTG16_HUMAN,"Golgi,Membrane,Nucleus","Golgi,Membrane,Nucleus"
MLXIP_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
MTD2L_HUMAN,Membrane,None provided
TM127_HUMAN,"Membrane,Cytoplasm",None provided
RMD3_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
RBMX2_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus","Membrane,Endoplasmic_Reticulum,Nucleus"
ZMYM5_HUMAN,Nucleus,Nucleus
TMPPE_HUMAN,Membrane,Membrane
CSN7A_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
GOGA1_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
AOAH_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
GDPP1_HUMAN,Cytoplasm,Membrane
DDX4_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
NAGPA_HUMAN,"Golgi,Membrane","Golgi,Membrane"
CSN6_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
ACTA_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
BEST3_HUMAN,Membrane,Membrane
P4HA1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
LPIN3_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus",Membrane
EP15R_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
O10A3_HUMAN,Membrane,Membrane
KAISO_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
COQ2_HUMAN,Membrane,Membrane
O52B2_HUMAN,Membrane,Membrane
ERGI3_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
SH24B_HUMAN,Cytoplasm,Cytoplasm
YMEL1_HUMAN,Membrane,Membrane
CAH6_HUMAN,Extracellular,Membrane
GGA3_HUMAN,"Golgi,Membrane","Golgi,Membrane"
TERB2_HUMAN,Membrane,Membrane
LHPP_HUMAN,Nucleus,Nucleus
ZN560_HUMAN,Nucleus,Nucleus
CKLF4_HUMAN,Membrane,Membrane
FBXW9_HUMAN,None provided,None provided
POK6_HUMAN,None provided,None provided
DDB2_HUMAN,Nucleus,Nucleus
GRP4_HUMAN,Membrane,None provided
LRIT2_HUMAN,Membrane,Membrane
COQ3_HUMAN,Membrane,Membrane
YJEN3_HUMAN,None provided,None provided
CRIS3_HUMAN,Extracellular,Extracellular
GPR61_HUMAN,Membrane,Membrane
CTSR3_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
MYSM1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CC107_HUMAN,Membrane,Membrane
CP100_HUMAN,None provided,None provided
KCNN3_HUMAN,"Membrane,Cytoplasm",Nucleus
PXYP1_HUMAN,"Golgi,Membrane","Golgi,Membrane"
CAZA2_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
STK38_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
FXL21_HUMAN,Nucleus,Nucleus
NPT2C_HUMAN,Membrane,Membrane
PON3_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
DHDH_HUMAN,None provided,None provided
RBM38_HUMAN,Nucleus,Nucleus
REPI1_HUMAN,None provided,None provided
G3ST2_HUMAN,"Golgi,Membrane","Golgi,Membrane"
SFRP3_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
SEM3D_HUMAN,Extracellular,Extracellular
P5I13_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TOIP2_HUMAN,"Membrane,Endoplasmic_Reticulum",None provided
PITX1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
WDR24_HUMAN,Membrane,Membrane
AMFR_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Endoplasmic_Reticulum,Cytoplasm"
PRELP_HUMAN,"Golgi,Extracellular","Golgi,Extracellular"
ETFB_HUMAN,None provided,None provided
SLD5_HUMAN,"Nucleus,Cytoplasm",None provided
ZN665_HUMAN,Nucleus,Nucleus
ZP2_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
MUC13_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
HUS1B_HUMAN,None provided,None provided
SUSD1_HUMAN,Membrane,Membrane
SUMF2_HUMAN,Endoplasmic_Reticulum,Endoplasmic_Reticulum
SNG3_HUMAN,Membrane,Membrane
IRF9_HUMAN,"Nucleus,Cytoplasm",None provided
PRD11_HUMAN,Nucleus,Nucleus
PAR1_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
UBP13_HUMAN,Nucleus,Membrane
CABYR_HUMAN,"Extracellular,Nucleus,Cytoplasm","Extracellular,Nucleus,Cytoplasm"
ZN136_HUMAN,Nucleus,Nucleus
CHTOP_HUMAN,Nucleus,Nucleus
DDX50_HUMAN,Membrane,Membrane
RAD21_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
ZBT16_HUMAN,Nucleus,Nucleus
DMP46_HUMAN,None provided,Extracellular
PR40A_HUMAN,Membrane,Membrane
CBR3_HUMAN,Extracellular,None provided
DGLB_HUMAN,Membrane,Membrane
RT35_HUMAN,Membrane,None provided
ANGT_HUMAN,Extracellular,Extracellular
TPOR_HUMAN,"Golgi,Membrane","Golgi,Membrane"
NUP62_HUMAN,"Membrane,Cytoplasm",Membrane
RAB8A_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
IL1B_HUMAN,Extracellular,Extracellular
PHB2_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
T161B_HUMAN,Membrane,Membrane
LRP8_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
OR6M1_HUMAN,Membrane,Membrane
AGAP4_HUMAN,None provided,None provided
SH2B3_HUMAN,Membrane,Membrane
UFD1_HUMAN,Nucleus,Nucleus
IL18R_HUMAN,Membrane,Membrane
ARHG9_HUMAN,None provided,None provided
POLK_HUMAN,Nucleus,Nucleus
RBM12_HUMAN,None provided,None provided
RHG10_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
MIC60_HUMAN,Membrane,Membrane
EEIG1_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
HMOX2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
BCAS4_HUMAN,Cytoplasm,None provided
BBS4_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
SCNND_HUMAN,Membrane,Membrane
PIGA_HUMAN,"Membrane,Endoplasmic_Reticulum",Membrane
HAVR1_HUMAN,Membrane,Membrane
SLN14_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
MKRN2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
PLS5_HUMAN,Membrane,Membrane
GFY_HUMAN,"Golgi,Membrane","Golgi,Membrane"
VEGFA_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
ARMC3_HUMAN,Extracellular,Extracellular
O10S1_HUMAN,Membrane,Membrane
CLDN1_HUMAN,Membrane,Membrane
ZBT7A_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
COLI_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
PEX14_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
TRI49_HUMAN,Cytoplasm,Cytoplasm
ZN133_HUMAN,Nucleus,Nucleus
GOG6A_HUMAN,"Golgi,Membrane","Golgi,Membrane"
HOOK3_HUMAN,"Golgi,Cytoplasm","Golgi,Cytoplasm"
SOAT_HUMAN,Membrane,Membrane
MCUR1_HUMAN,Membrane,Membrane
VAC14_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
IBP5_HUMAN,"Extracellular,Endoplasmic_Reticulum","Extracellular,Endoplasmic_Reticulum"
MAS1L_HUMAN,Membrane,Membrane
VTCN1_HUMAN,Membrane,Membrane
S2539_HUMAN,Membrane,Membrane
UBXN1_HUMAN,"Endoplasmic_Reticulum,Nucleus,Cytoplasm",None provided
PAR16_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
DPP10_HUMAN,Membrane,Membrane
EBP_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum"
F10A1_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
XYLT2_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
CJ067_HUMAN,None provided,None provided
M4K5_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
RHIT_HUMAN,Nucleus,Nucleus
ITB1_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
ESCO1_HUMAN,Nucleus,Nucleus
RAB3D_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular"
PPM1G_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
CDC23_HUMAN,None provided,None provided
CCNO_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
RPR1A_HUMAN,Nucleus,Nucleus
LT4R2_HUMAN,Membrane,Membrane
TWSG1_HUMAN,Extracellular,Extracellular
RAN_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm","Membrane,Extracellular,Nucleus,Cytoplasm"
LUZP4_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
NUAK2_HUMAN,None provided,"Nucleus,Cytoplasm"
CD180_HUMAN,"Membrane,Extracellular",None provided
DRC2_HUMAN,None provided,None provided
PINX1_HUMAN,None provided,None provided
IKIP_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
NOL9_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
S19A2_HUMAN,Membrane,Membrane
GPDM_HUMAN,Membrane,Membrane
SCN4B_HUMAN,Membrane,Membrane
H90B4_HUMAN,"Membrane,Cytoplasm",Membrane
ATL2_HUMAN,Extracellular,Extracellular
CXCR1_HUMAN,Membrane,Membrane
S38A3_HUMAN,Membrane,Membrane
LRC8A_HUMAN,Membrane,Membrane
RPGF3_HUMAN,"Membrane,Extracellular",Membrane
YJU2B_HUMAN,None provided,None provided
SIGIR_HUMAN,Membrane,Membrane
DEAF1_HUMAN,"Extracellular,Nucleus,Cytoplasm",None provided
CBPQ_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
PRA12_HUMAN,Cytoplasm,Cytoplasm
RSAD1_HUMAN,Cytoplasm,Cytoplasm
MED29_HUMAN,Nucleus,Nucleus
T2R42_HUMAN,Membrane,Membrane
GALT9_HUMAN,"Golgi,Membrane","Golgi,Membrane"
SYCP3_HUMAN,Nucleus,None provided
PNMA2_HUMAN,None provided,None provided
RBM11_HUMAN,Nucleus,Nucleus
EOGT_HUMAN,Endoplasmic_Reticulum,Membrane
STX18_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
GDPD3_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
UIMC1_HUMAN,Nucleus,Nucleus
NSUN3_HUMAN,None provided,None provided
NAA40_HUMAN,Nucleus,Nucleus
CCER1_HUMAN,None provided,None provided
MXI1_HUMAN,Nucleus,Nucleus
SUCR1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
RMND1_HUMAN,None provided,None provided
DNJA4_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
GDE1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
S22AI_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
RFTN1_HUMAN,"Membrane,Extracellular,Cytoplasm",None provided
CELA1_HUMAN,Extracellular,"Membrane,Extracellular"
