M,R,P,L,S,G,K,T,I,F,A,C,Q,V,Y,N,E,D,H,W,U,Mass
12,39,30,57,45,32,42,28,26,27,31,16,21,46,31,28,52,28,16,13,0,71831
19,25,21,74,43,22,44,29,22,25,50,14,21,30,35,23,56,35,23,9,0,71656
21,30,55,65,54,42,10,26,27,42,65,5,17,38,19,19,36,26,16,7,0,67889
17,56,33,43,68,28,53,18,23,9,41,2,18,35,14,22,76,48,11,5,0,70593
13,43,72,50,36,58,29,36,24,12,50,16,23,41,17,27,23,20,19,11,0,67368
13,32,19,48,40,61,32,42,52,24,36,18,19,46,14,28,34,34,17,11,0,68298
5,29,77,68,68,61,25,30,12,17,43,25,29,20,16,9,29,24,31,2,0,65976
10,42,35,91,42,36,23,33,31,30,35,15,20,42,17,39,30,25,17,7,0,69876
13,35,23,79,39,34,19,28,27,20,47,19,33,45,28,31,41,26,23,10,0,70362
19,34,20,53,50,50,29,20,26,23,45,18,19,55,19,33,34,40,24,9,0,68802
7,53,65,45,87,63,25,22,21,12,87,8,17,27,9,12,29,21,7,4,0,63928
15,31,34,120,36,52,13,31,11,26,70,6,28,46,18,13,27,15,17,12,0,67623
17,30,56,64,88,24,35,36,35,19,27,17,25,43,13,14,30,34,11,3,0,68240
20,15,74,47,65,36,27,46,24,12,47,7,52,48,9,18,33,29,9,3,0,66195
15,34,28,75,35,44,35,29,18,26,60,13,25,44,18,12,50,36,21,3,0,68857
13,54,24,39,48,47,38,34,28,18,38,6,21,48,14,33,63,39,12,4,0,69721
4,51,49,56,63,40,40,31,20,12,58,13,41,24,19,13,28,40,17,2,0,68265
13,38,25,75,36,41,30,23,22,30,62,17,19,46,18,15,55,36,13,7,0,69257
9,18,39,58,59,50,27,26,21,15,59,13,42,32,15,23,69,29,10,7,0,67106
14,32,25,66,38,33,36,33,34,20,40,18,21,54,21,27,50,30,18,11,0,70359
15,35,27,73,27,21,42,20,29,23,57,12,26,34,27,20,77,29,23,4,0,71814
13,64,34,63,51,50,43,24,11,12,55,13,48,12,6,15,58,22,18,9,0,69839
12,40,21,41,35,20,83,28,19,23,58,9,27,29,12,31,78,34,10,11,0,71996
15,37,17,70,39,51,39,40,40,29,48,11,20,39,16,24,48,25,11,2,0,68760
11,45,36,84,48,40,40,19,18,14,30,16,36,42,15,23,44,33,18,9,0,70353
13,28,32,86,55,23,29,37,26,26,36,28,29,36,19,33,34,29,12,10,0,70097
12,32,23,65,55,25,44,29,31,32,30,15,30,33,25,32,47,28,24,9,0,71968
41,48,14,35,21,28,69,21,19,7,24,5,99,5,6,11,129,17,15,8,0,75583
5,39,36,121,50,35,20,29,10,13,65,16,44,24,9,9,44,30,10,13,0,68554
13,50,29,62,39,54,10,23,16,25,50,31,38,56,11,17,47,28,19,4,0,68487
9,44,33,51,38,49,29,36,22,21,42,26,26,37,21,25,51,35,13,14,0,70037
12,13,56,56,49,36,43,42,24,22,36,17,26,32,21,23,48,33,19,14,0,69506
22,27,43,54,36,54,39,24,39,27,47,14,18,31,11,29,52,25,14,16,0,69195
14,41,36,90,44,48,37,23,15,15,47,6,35,41,8,19,41,36,17,9,0,68908
13,26,30,59,40,36,50,39,27,31,40,17,21,42,24,29,43,34,10,11,0,70442
7,30,24,102,55,25,26,32,41,31,32,15,22,34,20,63,30,13,15,5,0,70301
14,29,61,50,62,51,23,45,19,13,48,17,37,40,21,17,23,19,23,10,0,67246
16,20,26,83,40,39,31,32,37,47,37,20,25,36,20,28,22,23,24,16,0,70861
6,36,38,81,70,16,44,26,39,32,32,11,29,34,21,29,40,20,14,4,0,71046
19,36,26,65,34,25,39,49,42,22,39,9,31,40,23,23,49,31,16,4,0,71193
21,53,44,69,37,23,28,23,18,23,58,6,20,42,24,18,44,39,19,13,0,71636
11,60,69,81,46,50,5,26,13,15,64,7,43,34,6,8,44,22,8,10,0,67721
16,39,20,69,59,29,44,24,32,20,25,15,29,32,31,23,43,41,26,5,0,72044
10,48,30,75,47,50,43,23,14,7,55,7,32,31,18,22,59,34,13,4,0,68935
22,40,33,60,33,46,50,25,41,17,43,12,28,36,16,8,59,36,16,1,0,69838
23,36,62,56,61,32,36,19,20,10,45,9,52,29,13,18,47,32,18,4,0,69228
18,20,57,49,93,27,22,38,21,13,28,9,58,25,17,34,17,32,36,8,0,68960
8,52,50,74,51,55,20,22,13,18,62,10,24,45,22,12,31,29,17,7,0,67814
11,45,33,35,25,76,46,25,19,22,47,4,35,37,36,25,45,40,12,5,0,69603
4,60,58,62,49,66,5,11,4,16,98,18,19,39,19,5,46,27,9,8,0,65720
5,34,25,34,47,51,70,37,22,27,23,38,34,29,27,8,54,9,46,3,0,71417
17,30,53,57,59,38,53,28,27,22,28,4,38,33,24,34,35,19,14,10,0,70581
13,29,28,46,42,45,42,32,47,24,73,12,26,36,17,20,35,35,17,4,0,67878
11,24,3,41,87,177,26,18,22,17,19,4,33,14,27,25,42,24,8,1,0,62064
12,25,18,49,38,24,46,36,26,24,38,18,36,47,10,20,88,31,33,4,0,71422
20,30,23,66,41,33,34,21,34,18,35,18,26,50,30,40,45,34,17,8,0,71096
17,30,45,82,33,25,35,37,42,42,35,9,17,42,18,22,35,17,24,16,0,71996
7,79,40,56,54,30,46,16,11,8,42,13,70,25,4,9,62,20,21,10,0,72349
12,34,40,55,39,36,48,19,23,22,36,17,32,47,17,24,41,42,25,14,0,71122
5,35,62,91,28,80,14,23,2,9,118,9,16,32,2,9,48,24,5,11,0,62717
15,29,34,57,38,40,37,40,38,21,46,12,17,43,22,17,44,42,18,13,0,69918
24,34,27,73,26,36,54,32,32,17,41,10,25,31,16,23,56,34,25,7,0,71290
10,34,20,67,33,18,82,25,45,30,28,11,26,34,20,39,49,21,24,8,0,73675
20,38,33,59,18,46,39,33,21,22,46,14,25,49,22,25,48,35,20,11,0,70833
21,40,27,48,40,49,16,31,26,20,45,27,34,53,27,26,37,30,20,7,0,69666
8,28,31,75,50,36,33,28,30,42,36,22,37,40,11,19,36,32,20,10,0,70416
18,37,31,62,43,46,39,27,38,16,37,15,40,31,18,19,38,36,23,10,0,70484
9,75,28,36,117,51,6,39,19,16,27,6,27,24,9,40,52,29,11,3,0,68549
12,26,9,68,47,28,45,31,49,59,27,9,26,33,38,38,37,21,7,14,0,73790
31,20,65,53,67,52,11,44,34,17,57,0,63,20,4,41,28,12,4,1,0,65696
10,34,24,38,58,33,40,35,29,22,37,12,23,49,19,29,54,45,19,14,0,70835
14,38,42,69,58,34,28,28,27,18,50,20,28,37,13,19,46,33,11,12,0,69433
6,29,24,46,51,43,41,53,38,29,30,36,27,38,22,21,31,28,22,10,0,70109
16,26,28,69,47,44,34,38,41,28,50,9,39,45,8,16,41,25,15,6,0,68685
39,26,37,37,78,49,40,42,17,24,41,1,30,31,10,36,31,40,8,8,0,68259
19,30,28,42,57,30,53,36,29,24,36,6,31,42,29,30,49,40,10,4,0,71105
7,45,54,61,34,44,28,35,16,24,58,18,29,50,12,17,46,23,19,5,0,68726
15,20,34,75,59,23,37,34,34,19,27,10,31,42,10,54,50,34,9,8,0,70144
6,45,26,34,51,37,53,34,35,29,13,37,45,24,16,18,60,17,42,4,0,72976
20,31,35,66,46,30,41,31,29,28,48,8,32,44,24,19,31,35,21,7,0,70858
6,22,47,85,54,48,22,43,30,24,40,23,33,39,18,26,19,20,16,11,0,68171
10,52,91,71,47,56,14,28,11,20,45,16,16,37,9,20,40,21,15,7,0,67684
12,42,39,98,42,44,24,24,19,28,52,13,25,59,9,16,34,21,17,8,0,68982
12,51,40,64,48,42,25,43,23,18,43,8,34,38,14,19,53,27,15,9,0,70205
18,41,44,61,34,22,36,35,33,23,41,6,21,38,31,22,49,40,16,15,0,72924
14,33,50,61,55,39,45,37,14,27,28,12,18,39,22,31,45,37,13,6,0,70345
10,28,67,68,64,34,31,36,19,21,55,20,30,26,19,14,31,25,25,3,0,68230
14,60,10,85,25,19,58,27,22,11,48,6,49,26,6,18,90,39,12,1,0,73209
20,55,34,51,69,41,28,29,29,16,32,7,34,32,24,27,40,34,20,4,0,70898
12,34,21,30,48,38,63,39,30,32,24,37,36,19,23,14,60,14,45,7,0,73009
16,36,26,58,63,29,46,32,27,27,31,20,35,28,21,28,39,41,14,9,0,71627
14,30,27,44,43,47,28,40,44,25,68,14,24,47,14,23,36,34,19,5,0,67877
17,41,37,49,74,32,43,43,28,23,39,13,20,35,17,30,35,28,18,4,0,69769
20,13,36,81,50,36,33,41,39,32,40,15,19,54,14,29,34,12,13,15,0,69358
12,40,36,54,33,36,46,23,45,26,30,13,29,37,25,26,45,44,19,7,0,72201
10,32,30,41,49,52,47,43,21,27,24,36,30,31,15,17,60,19,39,4,0,70587
7,57,33,88,39,29,28,31,21,12,60,6,47,37,9,10,62,29,16,6,0,70756
28,45,37,65,50,28,31,32,22,21,42,15,41,30,12,26,49,24,25,4,0,71356
17,29,24,70,32,43,45,24,42,20,43,10,17,39,17,50,49,40,8,8,0,70288
14,33,61,67,50,29,27,37,37,23,41,18,17,49,16,14,31,31,18,14,0,69957
11,35,29,42,49,51,47,41,24,28,24,35,30,24,18,17,58,21,38,5,0,71143
6,73,40,74,27,60,19,20,8,24,68,17,28,39,11,5,48,33,10,17,0,70073
10,45,28,27,49,47,61,42,21,33,20,44,21,14,25,11,54,20,49,6,0,72863
10,42,21,72,38,47,50,25,27,24,51,9,39,29,20,25,58,26,10,4,0,70730
12,35,15,70,29,32,29,34,41,16,59,17,23,45,23,41,38,38,27,3,0,70264
16,30,24,74,36,37,34,16,38,20,37,16,32,46,39,25,50,30,20,8,0,72270
11,42,47,69,57,61,15,41,8,12,50,14,24,50,14,16,43,30,16,8,0,67405
15,27,36,44,56,42,48,30,30,28,41,20,26,39,22,22,38,34,16,14,0,70547
5,36,24,43,59,35,69,31,27,26,23,40,31,25,21,26,41,18,46,2,0,72138
17,26,41,43,51,56,48,31,36,25,35,11,16,47,9,21,63,32,14,6,0,68883
13,43,28,34,53,35,60,40,21,29,25,38,28,25,28,16,49,15,42,6,0,73084
15,34,41,84,35,38,16,38,33,37,52,16,15,47,26,20,17,33,8,23,0,70897
8,27,51,56,53,56,33,24,14,35,55,9,36,38,20,13,36,39,13,12,0,68894
9,43,48,67,61,47,43,21,27,16,45,9,23,30,15,17,44,31,25,7,0,69612
11,32,39,40,39,48,46,32,19,26,45,48,19,35,21,25,28,37,25,13,0,70071
16,29,44,77,47,41,28,25,21,17,32,18,37,45,27,28,32,33,20,11,0,70714
13,22,45,43,45,64,46,36,21,23,50,11,21,30,27,21,43,42,15,10,0,68723
17,27,26,60,47,29,53,43,40,27,28,19,21,29,20,36,52,35,11,9,0,71981
7,23,22,45,49,41,65,42,27,34,17,40,30,20,20,30,55,21,34,7,0,72332
11,29,45,59,54,61,27,41,19,17,40,14,24,46,12,13,53,40,15,9,0,68021
19,18,26,81,44,54,24,35,41,36,63,15,14,56,17,24,26,23,3,10,0,67638
15,46,43,79,29,53,13,25,17,24,61,9,25,52,17,8,54,37,15,7,0,69385
15,20,24,75,46,35,51,25,50,19,42,7,14,34,15,53,50,37,9,8,0,70253
14,16,33,54,54,27,35,50,54,25,21,13,30,35,26,47,45,24,14,12,0,71722
12,45,67,68,52,51,27,30,24,17,45,10,31,27,23,19,27,30,20,4,0,69198
13,29,26,53,53,30,52,46,35,30,34,14,24,39,19,37,44,24,19,9,0,71643
11,24,32,94,62,53,29,26,18,21,63,4,32,32,9,19,41,37,10,13,0,67994
17,25,24,72,33,38,50,23,40,22,46,9,21,38,15,47,45,45,11,9,0,70811
12,19,30,61,41,50,21,46,56,43,46,18,18,45,31,22,27,18,7,19,0,70325
9,44,55,103,43,44,22,29,17,18,56,12,33,37,11,12,36,34,6,9,0,68986
8,29,43,59,48,21,50,35,22,23,50,29,32,40,17,24,49,21,23,7,0,70973
17,30,38,59,57,39,42,27,41,29,30,13,33,39,21,25,36,29,18,7,0,71115
16,33,49,64,64,49,31,31,22,13,38,19,37,34,16,26,33,28,25,2,0,68785
15,58,35,52,36,43,21,23,8,21,49,19,34,46,11,8,85,36,21,9,0,71670
5,63,90,73,63,50,12,24,5,11,66,11,29,29,10,9,39,21,14,6,0,67567
11,39,27,68,47,41,35,29,32,19,35,10,40,41,16,28,63,27,18,4,0,71106
14,43,21,42,49,29,70,29,21,29,29,36,29,28,16,23,54,29,37,2,0,73090
13,41,38,69,49,54,30,26,21,34,52,4,19,31,24,21,53,19,17,15,0,70911
7,24,26,35,59,42,89,36,19,14,27,34,34,21,15,26,55,19,46,2,0,71209
11,42,69,66,51,34,26,26,29,25,33,37,33,30,13,25,30,21,22,8,0,70629
8,46,33,70,54,46,45,18,10,5,54,13,56,24,6,17,80,24,18,4,0,70117
19,30,48,61,34,28,42,27,35,21,37,5,33,31,9,26,74,55,11,5,0,71690
11,37,63,68,70,47,18,37,9,17,46,9,35,32,25,13,38,23,23,10,0,69386
8,19,25,74,54,25,29,52,30,33,65,2,30,56,18,26,39,26,16,4,0,69284
5,35,25,44,57,44,25,35,18,29,35,12,31,43,16,26,77,43,22,9,0,71191
9,38,63,81,42,49,13,29,23,21,55,18,19,32,22,20,26,27,23,21,0,69936
12,20,60,71,72,49,22,51,14,11,48,3,50,35,12,18,43,14,22,4,0,67356
18,40,31,48,40,38,53,28,28,29,28,15,22,42,36,28,59,24,13,11,0,73581
19,44,18,64,42,23,64,30,34,17,45,5,41,27,19,18,78,27,14,2,0,73198
16,43,29,45,48,41,45,32,53,16,35,7,31,43,17,36,38,37,10,9,0,71154
15,26,23,62,49,42,49,37,32,20,36,17,21,35,13,25,48,44,27,10,0,70818
11,31,34,110,48,28,38,23,14,23,60,8,34,40,11,10,47,24,27,10,0,70738
23,43,41,39,42,40,43,36,21,26,64,4,37,48,20,29,37,24,12,2,0,70031
16,57,21,76,40,24,40,18,14,14,46,10,64,27,13,19,82,27,13,10,0,73910
21,50,36,81,34,70,28,24,15,16,63,22,28,33,8,12,39,26,19,6,0,68298
11,42,62,86,46,34,29,30,20,10,72,17,37,23,17,11,52,19,10,3,0,68956
12,39,37,79,29,58,21,26,20,24,73,11,30,68,9,17,28,28,15,8,0,67868
10,41,31,69,43,35,49,20,15,8,56,10,59,21,6,23,84,21,25,6,0,71536
8,42,16,33,45,37,71,35,30,29,27,33,28,20,21,30,45,22,56,4,0,73757
8,49,56,50,59,42,15,30,11,23,89,12,19,43,9,13,45,32,19,8,0,67738
10,53,32,38,45,48,42,29,28,20,36,6,28,49,14,37,55,41,16,5,0,71174
7,45,33,40,58,43,36,30,20,28,29,38,33,34,15,24,50,22,44,3,0,71577
14,31,41,42,42,61,39,38,25,16,98,5,18,48,13,29,41,24,5,2,0,65683
22,24,20,59,33,45,34,37,40,36,39,20,23,38,29,29,25,33,24,22,0,72640
14,31,17,71,65,30,37,27,31,33,53,17,21,34,16,23,51,36,16,9,0,71006
17,45,37,62,56,30,46,44,32,22,30,12,30,45,5,25,42,36,11,5,0,71027
11,38,70,65,73,49,26,41,12,15,51,3,27,26,10,18,45,30,11,11,0,68222
13,35,32,61,57,34,20,39,37,32,31,11,22,45,29,28,35,39,21,11,0,71988
12,42,61,59,66,36,48,31,34,19,32,6,27,25,24,24,29,27,20,10,0,71427
10,49,42,36,28,77,44,22,19,18,40,5,35,40,40,24,51,39,9,5,0,70943
7,36,29,59,48,53,47,29,35,19,49,13,31,45,14,25,52,30,11,1,0,69224
9,58,32,110,39,35,22,29,16,5,51,11,66,34,3,6,51,22,21,13,0,71682
7,43,60,44,62,45,40,29,15,21,52,6,33,40,13,15,56,35,11,6,0,69498
14,31,33,57,39,36,48,25,39,28,37,15,29,39,25,31,47,28,21,11,0,72610
19,26,24,64,36,27,53,36,30,28,42,9,44,39,13,31,60,29,16,7,0,72427
17,44,56,58,66,37,38,50,20,7,63,6,43,40,3,17,41,15,8,4,0,68063
13,27,39,71,46,28,49,32,39,26,36,26,32,46,11,18,47,25,17,5,0,71079
9,32,34,72,51,28,58,33,39,23,17,34,29,22,16,36,44,23,27,6,0,72732
8,35,42,65,53,23,24,25,13,20,30,14,48,34,20,18,87,50,17,7,0,72951
8,38,36,57,46,47,30,27,22,28,48,20,29,57,23,19,36,40,13,9,0,70294
10,40,27,61,62,17,68,29,34,32,31,15,21,24,10,54,38,25,27,9,0,73452
15,33,64,47,74,81,19,33,9,19,51,13,17,49,8,14,37,27,20,4,0,65602
6,43,58,43,64,36,61,53,19,12,45,2,22,29,5,22,68,34,8,4,0,69700
11,39,29,74,50,39,14,25,23,19,45,18,31,44,30,26,46,36,25,10,0,71667
15,29,37,77,43,59,26,33,29,16,73,14,28,41,12,10,45,23,13,11,0,67910
17,18,32,75,52,46,16,35,49,43,32,16,22,53,28,27,27,22,6,18,0,71110
17,26,81,62,84,47,14,47,15,16,48,2,49,20,13,22,24,29,16,2,0,67300
11,43,35,77,44,32,29,28,19,16,57,24,39,35,12,16,53,31,30,3,0,70861
6,64,71,70,60,39,23,32,13,13,43,14,33,35,3,11,50,25,19,10,0,70379
10,34,48,106,39,52,24,29,13,20,59,10,30,45,12,14,31,23,24,11,0,69157
22,54,25,61,30,24,69,32,35,15,36,7,26,39,21,21,46,48,20,3,0,73964
17,31,25,62,56,41,32,31,29,19,50,19,25,49,26,35,34,33,11,9,0,70246
12,21,29,75,54,34,39,42,40,26,24,16,33,46,24,26,27,40,19,7,0,71442
18,59,26,67,32,42,36,32,17,16,73,5,43,32,13,17,59,27,11,9,0,71369
16,23,36,99,57,53,8,30,31,36,71,8,21,52,21,11,19,15,16,12,0,68268
8,39,60,78,64,36,12,39,17,18,41,22,41,28,19,12,38,23,19,21,0,71245
19,31,33,60,38,50,49,23,26,19,45,9,28,36,34,30,48,27,19,11,0,72066
19,19,33,73,34,60,20,30,34,42,51,22,13,60,32,19,21,22,7,24,0,70523
13,47,38,61,42,62,24,41,29,32,50,18,8,40,17,16,42,32,14,9,0,69767
5,48,53,97,46,68,3,32,14,16,72,16,16,36,8,22,27,29,19,8,0,66860
11,38,39,74,43,34,32,32,27,16,69,16,27,33,22,27,43,30,17,5,0,70212
10,61,37,53,43,61,40,29,11,5,79,4,24,33,4,13,70,45,5,8,0,68615
25,23,33,91,59,61,11,39,30,39,48,16,23,56,26,10,13,14,9,9,0,68642
20,32,58,47,62,49,23,39,24,19,42,11,39,37,20,25,34,27,24,4,0,69623
28,43,47,39,39,40,41,30,23,27,67,4,41,44,19,27,39,26,10,2,0,70671
18,41,53,68,42,33,54,25,9,13,50,5,50,26,11,21,79,22,13,3,0,71864
8,37,15,38,46,42,63,38,28,38,20,38,36,13,21,23,60,19,45,8,0,74571
8,28,75,84,46,55,18,35,14,12,45,16,26,47,10,14,40,20,13,30,0,69474
6,49,40,98,45,47,19,27,13,20,65,13,36,46,8,10,50,20,20,4,0,69438
18,30,38,84,41,59,31,38,33,32,22,3,20,38,31,29,29,32,12,16,0,72079
3,37,30,36,60,38,50,44,24,27,24,30,39,19,19,26,56,23,45,6,0,73031
17,34,28,58,73,40,42,36,26,27,35,13,27,37,16,28,45,32,18,4,0,70887
26,21,32,95,41,57,19,32,34,40,45,14,18,46,31,14,25,19,10,17,0,70911
17,48,35,70,51,42,32,30,30,25,58,14,33,45,7,18,38,23,15,5,0,70105
14,23,5,84,44,9,81,33,34,10,35,17,37,27,8,41,93,21,18,2,0,73728
14,36,44,61,42,33,29,31,33,31,42,12,26,41,22,31,47,30,18,14,0,72684
18,37,31,56,45,36,40,32,40,27,32,14,19,38,24,33,51,40,17,7,0,72766
15,45,24,75,52,37,38,33,17,19,38,12,27,29,12,26,81,45,11,1,0,71928
13,33,44,50,75,50,30,60,37,19,33,6,18,38,18,26,31,34,15,7,0,69305
16,31,41,73,57,24,33,35,41,27,38,9,27,45,13,29,46,27,16,9,0,71813
13,37,28,84,33,35,46,29,38,19,43,11,27,38,21,30,37,33,21,14,0,72851
17,41,55,50,43,53,29,40,22,24,49,15,26,36,22,21,34,27,20,14,0,70966
8,35,61,65,77,38,53,35,14,13,43,16,39,19,10,16,39,32,15,10,0,70198
21,44,23,49,80,42,38,29,21,16,38,7,33,27,21,33,51,49,14,2,0,71357
12,26,26,48,53,50,41,50,34,30,27,37,33,38,24,29,30,23,16,11,0,71370
18,34,22,64,43,52,55,42,26,27,53,8,27,47,8,24,39,38,8,3,0,69811
13,15,45,56,58,31,36,39,38,23,33,16,33,36,18,29,50,40,17,12,0,71500
18,34,23,51,42,61,35,39,24,22,54,10,20,38,22,33,35,44,19,14,0,70565
11,83,39,51,55,49,29,25,17,24,45,14,16,24,24,17,51,22,33,9,0,73515
11,21,23,34,44,57,28,67,31,13,54,15,46,45,19,15,43,35,37,0,0,68896
18,39,37,64,49,38,38,35,30,27,34,24,20,39,20,20,47,32,19,8,0,72232
8,36,56,66,52,50,10,48,17,29,43,21,39,44,19,16,20,30,23,11,0,70049
13,29,38,40,57,34,40,35,25,21,47,7,25,50,14,26,62,41,21,13,0,71457
21,46,27,35,65,23,60,25,20,24,25,18,43,33,23,19,64,32,32,3,0,74755
6,35,41,68,63,21,36,25,17,12,40,13,44,34,11,22,77,44,23,6,0,72239
7,55,59,78,48,53,15,13,12,24,68,26,29,31,9,9,52,27,16,7,0,69532
11,26,35,52,57,27,56,33,34,38,33,9,32,30,26,29,57,35,13,6,0,73451
17,21,38,58,84,47,23,58,20,18,42,8,37,28,32,30,29,33,10,6,0,69505
7,29,25,34,39,42,72,54,28,32,23,34,35,22,19,22,59,17,41,5,0,73646
13,34,33,76,41,42,19,26,12,23,78,6,41,28,16,21,64,43,9,14,0,70865
10,32,22,45,34,58,52,48,46,21,49,5,26,41,16,31,49,45,7,2,0,70021
17,28,47,93,54,42,19,42,39,28,58,13,17,53,10,16,21,16,17,9,0,68937
34,31,133,36,39,62,27,39,20,8,38,4,38,21,9,28,30,21,14,7,0,68330
17,54,47,52,76,50,29,23,11,21,44,17,23,36,27,11,37,40,14,10,0,71200
11,25,39,59,66,29,51,37,17,17,27,10,32,34,20,34,66,49,10,6,0,72149
13,52,40,80,44,37,23,19,23,21,41,18,43,37,15,13,47,35,26,12,0,73063
12,33,49,65,76,29,52,45,17,12,45,8,39,29,8,26,62,20,12,0,0,70158
18,28,65,76,60,29,37,37,23,16,43,5,35,37,9,25,50,32,8,6,0,70384
5,25,55,57,49,37,77,40,35,19,29,4,15,34,11,25,73,35,9,5,0,71451
10,38,89,45,58,31,53,43,13,9,39,3,30,42,8,13,75,28,9,4,0,70519
9,39,44,54,66,29,54,31,33,13,36,8,38,27,24,36,47,32,18,2,0,72324
8,45,31,51,41,43,38,32,29,28,38,17,26,46,19,26,42,40,23,17,0,73169
15,30,29,55,55,52,16,52,17,21,44,48,19,44,22,25,30,39,15,12,0,69761
12,30,47,52,55,26,44,44,26,15,41,9,36,34,14,32,51,32,28,12,0,72341
23,37,37,53,55,43,38,30,24,26,52,15,31,50,15,20,33,33,23,2,0,70581
19,27,38,62,45,38,26,37,40,30,40,22,27,29,29,36,38,26,17,14,0,72659
17,40,47,36,89,34,43,43,25,15,39,12,22,36,12,36,56,15,21,2,0,70392
18,46,51,57,35,64,23,32,30,26,51,14,23,38,11,20,38,30,15,18,0,70699
12,38,41,49,34,31,45,27,41,37,32,8,30,48,35,26,42,50,11,3,0,73990
13,71,46,65,45,46,19,24,13,11,56,13,55,30,10,8,76,21,14,4,0,71912
8,41,22,43,46,39,53,31,31,24,23,36,43,33,27,16,60,12,49,3,0,74439
18,29,24,73,38,26,53,29,30,23,45,9,37,41,15,31,73,24,17,5,0,73165
19,30,35,74,43,25,21,60,47,20,33,14,22,41,13,54,32,23,26,8,0,71950
11,32,30,58,40,35,48,30,38,21,53,10,27,45,11,32,50,52,11,6,0,71224
14,38,33,72,32,53,44,27,35,30,47,4,11,28,25,24,49,34,27,14,0,73004
15,32,59,56,76,45,29,46,15,16,65,4,39,30,7,28,36,25,8,10,0,68482
9,31,24,50,34,55,50,41,42,25,57,5,27,45,15,30,47,45,7,2,0,70052
21,44,47,68,41,61,13,30,29,29,47,18,25,46,32,8,27,26,11,18,0,71638
7,37,22,44,46,44,69,41,36,30,18,41,38,13,20,22,49,13,45,6,0,74376
14,47,28,9,66,44,71,40,18,39,20,50,24,13,27,10,64,8,46,3,0,74652
9,65,45,82,41,51,18,34,17,20,68,15,42,47,4,8,33,27,9,6,0,69799
22,43,119,47,40,45,50,22,18,12,42,0,31,27,9,15,45,46,8,0,0,69998
15,36,28,64,34,38,46,42,33,34,18,15,29,42,23,29,46,39,16,14,0,74576
14,29,18,71,47,27,64,28,32,20,38,9,36,27,20,34,82,29,13,4,0,73913
7,48,23,19,58,41,74,41,17,42,21,47,30,14,28,13,60,9,47,3,0,75353
9,34,23,33,63,37,68,35,25,31,26,44,20,20,24,19,70,15,43,3,0,73956
9,53,85,67,36,66,23,13,12,17,78,10,23,34,16,4,44,26,12,14,0,69222
15,50,42,66,62,47,15,30,9,14,64,14,19,60,20,19,33,31,24,8,0,69874
8,36,60,58,56,44,28,40,23,21,41,23,33,22,14,18,53,24,32,8,0,71311
20,31,28,70,43,28,44,36,34,25,51,6,29,43,23,33,40,43,11,4,0,72380
23,28,28,66,46,35,27,30,46,50,31,13,21,50,37,22,34,27,12,16,0,74519
13,30,41,82,47,27,31,33,25,25,32,15,35,43,20,37,44,35,19,8,0,72980
16,17,26,66,49,50,33,23,63,40,45,20,21,45,26,26,25,17,9,25,0,72153
21,26,28,62,52,47,33,26,27,22,38,22,22,44,26,43,43,35,15,10,0,71729
6,27,23,31,56,53,59,34,32,34,20,42,43,20,19,29,61,12,40,2,0,73059
10,45,25,53,34,51,39,43,30,25,57,8,30,48,14,23,52,42,12,2,0,71028
12,32,33,84,54,42,28,34,48,44,33,9,18,39,26,21,20,23,31,12,0,73133
13,44,34,59,65,30,34,29,32,26,39,10,20,43,25,32,52,27,18,11,0,73381
11,41,58,76,48,39,31,35,22,23,32,14,36,50,13,6,56,29,16,7,0,72049
12,45,31,76,35,54,31,32,30,34,46,16,23,46,25,21,33,33,12,8,0,72064
9,30,28,60,40,64,44,36,36,21,39,19,28,53,23,22,45,25,14,6,1,70683
11,52,53,33,80,48,28,26,13,15,49,13,19,30,21,20,61,48,14,9,0,71002
26,36,30,60,39,30,41,34,33,22,46,9,44,31,9,33,69,28,15,8,0,73348
17,27,54,78,55,39,32,34,30,28,41,10,27,29,16,12,52,39,9,14,0,71909
19,29,34,99,48,65,13,41,24,27,63,14,20,55,22,15,19,22,2,12,0,68666
16,28,36,84,69,48,22,27,45,40,54,24,22,36,21,23,15,15,10,8,0,70044
12,35,24,75,57,37,37,22,42,28,42,14,26,46,11,36,48,28,13,10,0,72080
21,46,33,81,51,29,13,32,24,32,48,14,32,46,13,23,45,27,22,11,0,72996
14,28,45,64,52,26,39,33,34,30,44,11,27,30,17,23,58,49,13,7,0,72758
8,21,39,40,50,46,51,52,33,25,29,19,36,29,16,30,41,41,31,7,0,71957
8,38,7,42,90,146,28,24,30,21,24,3,36,26,24,28,37,27,4,1,0,66039
22,38,39,47,44,48,47,21,24,28,73,6,39,42,18,26,42,27,11,2,0,70783
14,42,50,63,28,29,23,29,22,38,45,14,31,46,20,20,58,35,24,13,0,74404
7,44,44,50,53,50,45,24,18,27,47,35,30,25,11,15,53,19,36,11,0,72207
15,31,22,33,54,34,68,34,33,27,25,40,31,28,19,23,70,14,38,5,0,74369
9,37,69,52,46,76,32,40,17,19,49,16,29,27,7,14,46,28,17,14,0,69136
7,57,31,85,35,62,7,28,11,19,76,13,21,49,19,8,58,27,18,13,0,70612
15,29,84,21,24,101,28,27,38,10,59,3,58,26,23,24,27,30,11,6,0,67560
24,36,21,70,48,43,22,33,40,32,46,17,11,54,18,31,38,37,10,13,0,71992
4,58,61,68,78,46,22,29,22,24,52,12,25,33,16,12,28,39,10,5,0,70205
